,title,id,ontologyId,resultType,address,position,access,distance,categories,chains,references,contacts,openingHours,foodTypes,lat,lng
36,"Phoenix San Sebastian, Bacolod",here:pds:place:608jx7ps-f1dd49f75eec085dde3a95fcf90029e3,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Phoenix San Sebastian, Bacolod, 6100 Bacolod City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Bacolod City', 'district': 'Barangay 35 Pob.', 'postalCode': '6100'}","{'lat': 10.67737, 'lng': 122.9465}","[{'lat': 10.67737, 'lng': 122.9465}]",552,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '963'}],,,,,10.67737,122.9465
37,Flying V,here:pds:place:608jx7ps-dce735e1f545011fa6cc44be8481500f,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Flying V, Gatuslao St, 6100 Bacolod City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Bacolod City', 'district': 'Barangay 15 Pob.', 'street': 'Gatuslao St', 'postalCode': '6100'}","{'lat': 10.67187, 'lng': 122.94867}","[{'lat': 10.6719, 'lng': 122.94858}]",557,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '8672'}],"[{'supplier': {'id': 'core'}, 'id': '1135224575'}]",,,,10.67187,122.94867
38,Petron,here:pds:place:608w9zkv-4ee865a27f184cbd8664473a167a54e5,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Lacson St, 6100 Bacolod City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Bacolod City', 'district': 'Barangay 9 Pob.', 'street': 'Lacson St', 'postalCode': '6100'}","{'lat': 10.68046, 'lng': 122.95483}","[{'lat': 10.68045, 'lng': 122.95485}]",613,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1220020656'}]",,,,10.68046,122.95483
39,Shell,here:pds:place:608jx7ps-2391c6188b2602e3f67493047a214a8e,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Bacolod North Rd, 6100 Bacolod City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Bacolod City', 'district': 'Barangay 9 Pob.', 'street': 'Bacolod North Rd', 'postalCode': '6100'}","{'lat': 10.68131, 'lng': 122.95522}","[{'lat': 10.68131, 'lng': 122.95522}]",714,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '600-6000-0061', 'name': 'Convenience Store'}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1118544757'}, {'supplier': {'id': 'core'}, 'id': '1118544758'}, {'supplier': {'id': 'core'}, 'id': '1135223351'}, {'supplier': {'id': 'core'}, 'id': '1176158903'}]","[{'phone': [{'value': '+633434320185'}, {'value': '+633434350585', 'categories': [{'id': '700-7600-0116'}]}], 'www': [{'value': 'http://www.shell.com.ph/', 'categories': [{'id': '700-7600-0116'}]}, {'value': 'https://find.shell.com/ph/fuel/10022004-sh-lacson-18th-bacolod', 'categories': [{'id': '700-7600-0116'}]}], 'email': [{'value': 'shellcustomercare@shell.com', 'categories': [{'id': '700-7600-0116'}]}]}]","[{'categories': [{'id': '700-7600-0116'}], 'text': ['Mon-Sun: 06:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT16H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,10.68131,122.95522
40,Petron,here:pds:place:608xjxn4-dc2ddc96deba0c6bb12ca6d650ddf6ee,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Gen. F. Evangelista St, 4102 Bacoor, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Cavite', 'city': 'Bacoor', 'district': 'Daang Bukid', 'street': 'Gen. F. Evangelista St', 'postalCode': '4102'}","{'lat': 14.45959, 'lng': 120.94614}","[{'lat': 14.45974, 'lng': 120.94614}]",661,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,"[{'phone': [{'value': '+634634347817'}], 'www': [{'value': 'http://www.petron.com'}]}]",,,14.45959,120.94614
41,Petron,here:pds:place:608wdw42-bd38878595954e08a088a5b9c6388e79,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Gen. F. Evangelista St, 4102 Bacoor, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Cavite', 'city': 'Bacoor', 'district': 'Daang Bukid', 'street': 'Gen. F. Evangelista St', 'postalCode': '4102'}","{'lat': 14.45974, 'lng': 120.94675}","[{'lat': 14.45974, 'lng': 120.94675}]",728,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '600-6000-0061', 'name': 'Convenience Store'}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1049292873'}, {'supplier': {'id': 'core'}, 'id': '1049292874'}, {'supplier': {'id': 'core'}, 'id': '1049292875'}, {'supplier': {'id': 'core'}, 'id': '1159530992'}]","[{'phone': [{'value': '+634634170937', 'categories': [{'id': '700-7600-0116'}]}], 'mobile': [{'value': '+639498324948'}], 'www': [{'value': 'http://www.petron.com/', 'categories': [{'id': '700-7600-0116'}]}]}]",,,14.45974,120.94675
42,Total Car Care,here:pds:place:608jx7ps-71a35d71eac80eda86e7c91fe4db4ed6,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Total Car Care, Gen. F. Evangelista St, 4102 Bacoor, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Cavite', 'city': 'Bacoor', 'district': 'Banalo', 'street': 'Gen. F. Evangelista St', 'postalCode': '4102'}","{'lat': 14.45764, 'lng': 120.93332}","[{'lat': 14.45789, 'lng': 120.93329}]",747,"[{'id': '700-7850-0122', 'name': 'Car Repair', 'primary': True}, {'id': '700-7600-0116', 'name': 'Gas Station'}, {'id': '700-7850-0121', 'name': 'Car Wash - Detailing'}]",,"[{'supplier': {'id': 'core'}, 'id': '1136046119'}]",,,,14.45764,120.93332
43,TOTAL,here:pds:place:608wdtfp-07a010f36ce74c9db3d124de83f0beac,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'TOTAL, Gen. F. Evangelista St, 4102 Bacoor, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Cavite', 'city': 'Bacoor', 'district': 'Banalo', 'street': 'Gen. F. Evangelista St', 'postalCode': '4102'}","{'lat': 14.458, 'lng': 120.933}","[{'lat': 14.45786, 'lng': 120.93304}]",771,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '600-6000-0061', 'name': 'Convenience Store'}]",[{'id': '35'}],"[{'supplier': {'id': 'core'}, 'id': '1049289424'}, {'supplier': {'id': 'core'}, 'id': '1049289425'}, {'supplier': {'id': 'core'}, 'id': '1058326531'}]",,"[{'categories': [{'id': '700-7600-0116'}], 'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,14.458,120.933
44,Jetti,here:pds:place:608wdtfp-8d76513ee14c40b58fdd19119079e213,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Jetti, Gen. F. Evangelista St, 4102 Bacoor, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Cavite', 'city': 'Bacoor', 'district': 'Banalo', 'street': 'Gen. F. Evangelista St', 'postalCode': '4102'}","{'lat': 14.45798, 'lng': 120.93297}","[{'lat': 14.45785, 'lng': 120.93298}]",774,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,14.45798,120.93297
45,Uno Fuel Gas Station,here:pds:place:608wdw42-cd3e693c1c1f4f379e12d997842b0b79,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Uno Fuel Gas Station, Gen. F. Evangelista St, 4102 Bacoor, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Cavite', 'city': 'Bacoor', 'district': 'Daang Bukid', 'street': 'Gen. F. Evangelista St', 'postalCode': '4102'}","{'lat': 14.45974, 'lng': 120.94853}","[{'lat': 14.45992, 'lng': 120.94851}]",919,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,14.45974,120.94853
46,Flying V,here:pds:place:608wdw42-8cacb571af174e6091f416e27cf30f06,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Flying V, Gen. F. Evangelista St, 4102 Bacoor, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Cavite', 'city': 'Bacoor', 'district': 'Daang Bukid', 'street': 'Gen. F. Evangelista St', 'postalCode': '4102'}","{'lat': 14.46, 'lng': 120.94878}","[{'lat': 14.45995, 'lng': 120.94879}]",947,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '8672'}],"[{'supplier': {'id': 'core'}, 'id': '1202017721'}]",,,,14.46,120.94878
47,Uno Fuel Gas Station,here:pds:place:608wdtfp-3f5cd00920aa4671b1079b0623e69c32,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Uno Fuel Gas Station, Tirona Hwy, 4102 Bacoor, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Cavite', 'city': 'Bacoor', 'district': 'Mabolo II', 'street': 'Tirona Hwy', 'postalCode': '4102'}","{'lat': 14.44939, 'lng': 120.93361}","[{'lat': 14.44939, 'lng': 120.93361}]",1312,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,14.44939,120.93361
48,Unioil,here:pds:place:608wdw40-0163d871d67543b289ceec3dc20ca321,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Unioil, 4102 Bacoor, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Cavite', 'city': 'Bacoor', 'district': 'Habay I', 'postalCode': '4102'}","{'lat': 14.44755, 'lng': 120.94626}","[{'lat': 14.44755, 'lng': 120.94626}]",1484,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,[{'phone': [{'value': '+634634341778'}]}],,,14.44755,120.94626
49,Shell,here:pds:place:608wdw40-6d62641376ae4e5f8893d1ed38784bd3,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Tirona Hwy, 4102 Bacoor, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Cavite', 'city': 'Bacoor', 'district': 'Habay I', 'street': 'Tirona Hwy', 'postalCode': '4102'}","{'lat': 14.4471, 'lng': 120.9453}","[{'lat': 14.44698, 'lng': 120.94528}]",1486,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '600-6000-0061', 'name': 'Convenience Store'}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1058318415'}, {'supplier': {'id': 'core'}, 'id': '1058318416'}, {'supplier': {'id': 'core'}, 'id': '1058318417'}]","[{'phone': [{'value': '+634634344461', 'categories': [{'id': '700-7600-0116'}]}, {'value': '+634634345088'}], 'www': [{'value': 'http://www.shell.com.ph/', 'categories': [{'id': '700-7600-0116'}]}, {'value': 'https://find.shell.com/ph/fuel/10021598-sh-tirona-habay-bacoor', 'categories': [{'id': '700-7600-0116'}]}], 'email': [{'value': 'shellcustomercare@shell.com', 'categories': [{'id': '700-7600-0116'}]}]}]",,,14.4471,120.9453
50,Caltex,here:pds:place:608jx7ps-624d0394dc34080e3bdae320457a0456,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, 6102 Pulupandan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Pulupandan', 'district': 'Culo', 'postalCode': '6102'}","{'lat': 10.53806, 'lng': 122.83668}","[{'lat': 10.53814, 'lng': 122.83685}]",235,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1174509607'}]",,"[{'text': ['Mon-Thu, Sat, Sun: 05:00 - 21:00'], 'isOpen': True, 'structured': [{'start': 'T050000', 'duration': 'PT16H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,SA,SU'}]}]",,10.53806,122.83668
51,Shell,here:pds:place:608jx7ps-c14b5a9f95ba0b86eaef4017f95504bc,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Araneta St, 6101 Bago City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Bago City', 'district': 'Poblacion', 'street': 'Araneta St', 'postalCode': '6101'}","{'lat': 10.53869, 'lng': 122.83866}","[{'lat': 10.5387, 'lng': 122.83876}]",342,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],,,,,10.53869,122.83866
52,Shell,here:pds:place:608w9z7g-ed3caf3a774b44a3b023aa2bbfeb249b,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Araneta St, 6101 Bago City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Bago City', 'district': 'Poblacion', 'street': 'Araneta St', 'postalCode': '6101'}","{'lat': 10.53894, 'lng': 122.83882}","[{'lat': 10.53875, 'lng': 122.83889}]",347,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '100-1000-0001', 'name': 'Casual Dining'}, {'id': '600-6000-0061', 'name': 'Convenience Store'}]",[{'id': '6558'}],"[{'supplier': {'id': 'core'}, 'id': '1174510885'}]","[{'phone': [{'value': '+63288788888'}, {'value': '+633484610125'}], 'www': [{'value': 'https://find.shell.com/ph/fuel/10022018-sh-araneta-natl-hway-bago', 'categories': [{'id': '600-6000-0061'}, {'id': '700-7600-0116'}]}, {'value': 'https://find.shell.com/ph/fuel/10022018-sh-araneta-natl-hway-bago-coss'}]}]","[{'categories': [{'id': '700-7600-0116'}], 'text': ['Mon-Sun: 05:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T050000', 'duration': 'PT17H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,10.53894,122.83882
53,Yamaha Gasoline Station,here:pds:place:608w9z7g-690bb05deb174aa384a02cda9a1fdeb7,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Yamaha Gasoline Station, 6102 Pulupandan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Pulupandan', 'district': 'Ubay', 'postalCode': '6102'}","{'lat': 10.53289, 'lng': 122.8383}","[{'lat': 10.53285, 'lng': 122.83826}]",835,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1192406226'}]",,"[{'text': ['Mon-Sun: 08:00 - 20:00'], 'isOpen': True, 'structured': [{'start': 'T080000', 'duration': 'PT12H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,10.53289,122.8383
54,Sea Oil,here:pds:place:608jx7ps-3aaa885e39660f01e4284a37dd5194d1,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Sea Oil, Bacolod South by-Pass Rd, 6102 Pulupandan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Pulupandan', 'district': 'Ubay', 'street': 'Bacolod South by-Pass Rd', 'postalCode': '6102'}","{'lat': 10.52537, 'lng': 122.84074}","[{'lat': 10.52538, 'lng': 122.84072}]",1713,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '8673'}],"[{'supplier': {'id': 'core'}, 'id': '1118541846'}]",,,,10.52537,122.84074
55,Velomaxx,here:pds:place:608jx7ps-cf8ee93e41e501a6fe524b85ebe80749,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Velomaxx, Bacolod South by-Pass Rd, 6102 Pulupandan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Pulupandan', 'district': 'Ubay', 'street': 'Bacolod South by-Pass Rd', 'postalCode': '6102'}","{'lat': 10.52301, 'lng': 122.83935}","[{'lat': 10.52302, 'lng': 122.83933}]",1928,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1118542005'}]",,,,10.52301,122.83935
56,Shell,here:pds:place:608w9z7g-c0ae3c2e5ab14be2b884e183ff258e28,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Bacolod South Rd, 6103 Valladolid, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Valladolid', 'district': 'Mabini', 'street': 'Bacolod South Rd', 'postalCode': '6103'}","{'lat': 10.5074, 'lng': 122.8318}","[{'lat': 10.50749, 'lng': 122.83157}]",3652,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '600-6000-0061', 'name': 'Convenience Store'}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1220102949'}]","[{'phone': [{'value': '+63288788888'}, {'value': '+633434365097'}], 'www': [{'value': 'http://www.shell.com.ph/', 'categories': [{'id': '700-7600-0116'}]}, {'value': 'https://find.shell.com/ph/fuel/12344649-sh-m-valladolid-neg-occ', 'categories': [{'id': '700-7600-0116'}]}, {'value': 'https://find.shell.com/ph/fuel/12344649-sh-m-valladolid-neg-occ-doss'}], 'email': [{'value': 'shellcustomercare@shell.com', 'categories': [{'id': '700-7600-0116'}]}]}]","[{'categories': [{'id': '700-7600-0116'}], 'text': ['Mon-Sun: 06:00 - 20:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,10.5074,122.8318
57,Net Fuel,here:pds:place:608w9zk5-bdba3aa70ba1f0ec99143af56123888f,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Net Fuel, Bacolod South Rd, 6101 Bago City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Bago City', 'district': 'Sampinit', 'street': 'Bacolod South Rd', 'postalCode': '6101'}","{'lat': 10.55155, 'lng': 122.86811}","[{'lat': 10.55153, 'lng': 122.86812}]",3755,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1220128587'}]",,,,10.55155,122.86811
58,Petron,here:pds:place:60860lbi-527f5d37ea2007064b1b9dc373b8551c,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Alvarez St, 6102 Pulupandan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Pulupandan', 'district': 'Barangay Zone 3 Pob.', 'street': 'Alvarez St', 'postalCode': '6102'}","{'lat': 10.52068, 'lng': 122.80135}","[{'lat': 10.52076, 'lng': 122.80129}]",4339,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],,,,,10.52068,122.80135
59,PTSC,here:pds:place:608jx7ps-8448e365b8f9010ef441f73f8518691b,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'PTSC, 713, 6102 Pulupandan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Pulupandan', 'district': 'Barangay Zone 1 Pob.', 'street': '713', 'postalCode': '6102'}","{'lat': 10.51825, 'lng': 122.80226}","[{'lat': 10.51827, 'lng': 122.80228}]",4395,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1175527741'}]",,,,10.51825,122.80226
60,Caltex,here:pds:place:608wdvv2-7a3a03487e6e436097406bd5b5da6cc5,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, Otek St, 2600 Baguio City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cordillera Administrative Region', 'county': 'Benguet', 'city': 'Baguio City', 'district': 'Harrison-Claudio Carantes', 'street': 'Otek St', 'postalCode': '2600'}","{'lat': 16.41301, 'lng': 120.59412}","[{'lat': 16.41301, 'lng': 120.59412}]",146,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1038964083'}]","[{'phone': [{'value': '+637453043228'}, {'value': '0917 506 8709'}], 'mobile': [{'value': '+639175068709'}], 'www': [{'value': 'https://www.caltex.com'}], 'email': [{'value': 'caltexbrand@chevron.com'}]}]",,,16.41301,120.59412
61,Shell,here:pds:place:608wdvv2-732a137a05084fa68dbe145ae6c020e4,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Abanao St, 2600 Baguio City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cordillera Administrative Region', 'county': 'Benguet', 'city': 'Baguio City', 'district': 'Malcolm Square-Perfecto', 'street': 'Abanao St', 'postalCode': '2600'}","{'lat': 16.41363, 'lng': 120.59297}","[{'lat': 16.41382, 'lng': 120.59298}]",192,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '600-6000-0061', 'name': 'Convenience Store'}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1038964216'}]","[{'phone': [{'value': '+637484241225', 'categories': [{'id': '700-7600-0116'}]}, {'value': '+637484246870'}], 'www': [{'value': 'http://www.shell.com.ph/', 'categories': [{'id': '700-7600-0116'}]}, {'value': 'https://find.shell.com/ph/fuel/10021486-sh-abanao-rd-baguio-city'}], 'email': [{'value': 'shellcustomercare@shell.com', 'categories': [{'id': '700-7600-0116'}]}]}]","[{'categories': [{'id': '700-7600-0116'}], 'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,16.41363,120.59297
